Term	P_rho	P_pval	C_rho	C_pval	RLIPP
NEST:17	1.676e-01	5.481e-02	3.726e-01	1.083e-05	4.497e-01
NEST:19	8.504e-02	3.323e-01	2.016e-01	2.047e-02	4.219e-01
NEST:22	3.452e-03	9.687e-01	5.688e-02	5.171e-01	6.068e-02
NEST:20	1.481e-01	9.014e-02	1.813e-01	3.751e-02	8.170e-01
NEST:26	1.315e-01	1.327e-01	2.496e-01	3.903e-03	5.271e-01
NEST:23	1.606e-01	6.576e-02	1.774e-01	4.185e-02	9.055e-01
NEST:36	-3.945e-02	6.533e-01	1.084e-01	2.158e-01	-3.638e-01
NEST:16	3.560e-01	2.790e-05	4.052e-01	1.440e-06	8.787e-01
NEST:29	1.823e-01	3.638e-02	2.052e-01	1.825e-02	8.886e-01
NEST:31	1.404e-01	1.083e-01	1.815e-01	3.726e-02	7.736e-01
NEST:34	5.296e-01	6.585e-11	4.909e-01	2.284e-09	1.079e+00
NEST:40	1.522e-01	8.146e-02	1.208e-01	1.678e-01	1.260e+00
NEST:44	1.465e-01	9.379e-02	1.462e-01	9.427e-02	1.001e+00
NEST:49	6.096e-02	4.875e-01	1.062e-01	2.255e-01	5.739e-01
NEST:66	2.842e-01	9.562e-04	3.414e-01	6.184e-05	8.327e-01
NEST:45	1.947e-01	2.526e-02	2.452e-01	4.606e-03	7.943e-01
NEST:69	1.713e-01	4.955e-02	1.705e-01	5.069e-02	1.005e+00
NEST:137	2.369e-01	6.245e-03	2.122e-01	1.456e-02	1.116e+00
NEST:145	1.563e-01	7.351e-02	1.776e-01	4.167e-02	8.802e-01
NEST:138	1.821e-01	3.665e-02	1.435e-01	1.008e-01	1.269e+00
NEST:168	4.411e-01	1.197e-07	3.418e-01	6.032e-05	1.290e+00
NEST:169	1.134e-01	1.953e-01	9.488e-02	2.792e-01	1.195e+00
NEST:127	1.504e-01	8.511e-02	7.260e-02	4.081e-01	2.072e+00
NEST:212	2.749e-01	1.421e-03	2.988e-01	5.020e-04	9.202e-01
NEST:170	3.616e-01	2.041e-05	3.639e-01	1.796e-05	9.938e-01
NEST:105	1.055e-02	9.045e-01	1.989e-01	2.223e-02	5.302e-02
NEST:77	1.299e-01	1.377e-01	-1.038e-02	9.060e-01	-1.251e+01
NEST:254	2.776e-01	1.268e-03	2.255e-01	9.344e-03	1.231e+00
NEST:52	5.023e-01	8.421e-10	3.787e-01	7.559e-06	1.326e+00
NEST:81	1.451e-01	9.685e-02	3.554e-01	2.899e-05	4.084e-01
NEST:146	3.233e-01	1.564e-04	3.501e-01	3.874e-05	9.234e-01
NEST:129	1.648e-01	5.901e-02	2.518e-01	3.589e-03	6.545e-01
NEST:112	4.461e-01	8.264e-08	2.710e-01	1.672e-03	1.646e+00
NEST:117	2.396e-01	5.657e-03	2.246e-01	9.612e-03	1.067e+00
NEST:123	3.043e-01	3.885e-04	3.180e-01	2.024e-04	9.570e-01
NEST:126	2.886e-01	7.895e-04	8.871e-02	3.118e-01	3.254e+00
NEST:133	1.214e-01	1.656e-01	1.156e-01	1.868e-01	1.050e+00
NEST:155	1.795e-01	3.945e-02	1.899e-01	2.923e-02	9.455e-01
NEST:177	2.389e-01	5.804e-03	1.945e-01	2.547e-02	1.229e+00
NEST:85	4.510e-01	5.745e-08	3.028e-01	4.169e-04	1.489e+00
NEST:150	4.978e-01	1.258e-09	4.717e-01	1.132e-08	1.055e+00
NEST:90	9.005e-02	3.045e-01	2.999e-01	4.772e-04	3.003e-01
NEST:61	1.935e-01	2.621e-02	2.124e-01	1.448e-02	9.110e-01
NEST:210	2.641e-01	2.214e-03	2.450e-01	4.642e-03	1.078e+00
NEST:55	3.984e-01	2.235e-06	1.491e-01	8.785e-02	2.671e+00
NEST:142	2.458e-01	4.495e-03	1.326e-01	1.296e-01	1.854e+00
NEST:153	2.527e-01	3.465e-03	1.713e-01	4.961e-02	1.476e+00
NEST:182	1.995e-01	2.180e-02	1.956e-01	2.463e-02	1.020e+00
NEST:221	2.204e-01	1.109e-02	1.724e-01	4.813e-02	1.279e+00
NEST:239	1.733e-01	4.688e-02	1.605e-01	6.607e-02	1.080e+00
NEST:132	2.083e-01	1.652e-02	8.579e-02	3.280e-01	2.428e+00
NEST:89	2.329e-01	7.197e-03	1.740e-01	4.598e-02	1.338e+00
NEST:195	2.898e-01	7.489e-04	2.713e-01	1.649e-03	1.068e+00
NEST:21	2.944e-01	6.107e-04	1.822e-01	3.650e-02	1.616e+00
NEST:70	-1.958e-02	8.236e-01	1.105e-01	2.070e-01	-1.772e-01
NEST:13	4.253e-01	3.717e-07	4.207e-01	5.098e-07	1.011e+00
NEST:256	2.107e-01	1.533e-02	2.130e-01	1.422e-02	9.891e-01
NEST:33	2.613e-01	2.478e-03	2.606e-01	2.547e-03	1.003e+00
NEST:47	2.880e-01	8.108e-04	3.641e-01	1.770e-05	7.910e-01
NEST:48	1.965e-01	2.392e-02	2.330e-01	7.179e-03	8.435e-01
NEST:63	1.182e-01	1.771e-01	1.867e-01	3.206e-02	6.331e-01
NEST:84	3.184e-01	1.992e-04	3.612e-01	2.090e-05	8.814e-01
NEST:202	1.317e-01	1.324e-01	2.766e-02	7.529e-01	4.761e+00
NEST:43	3.373e-02	7.011e-01	7.257e-02	4.083e-01	4.647e-01
NEST:51	1.432e-01	1.015e-01	1.772e-01	4.205e-02	8.079e-01
NEST:57	3.685e-01	1.376e-05	3.915e-01	3.462e-06	9.414e-01
NEST:82	2.782e-01	1.239e-03	3.231e-01	1.573e-04	8.609e-01
NEST:83	2.500e-01	3.843e-03	1.106e-01	2.068e-01	2.260e+00
NEST:165	1.289e-01	1.408e-01	7.475e-02	3.943e-01	1.724e+00
NEST:186	-4.991e-02	5.698e-01	-2.239e-03	9.797e-01	2.230e+01
NEST:193	2.091e-01	1.614e-02	2.102e-01	1.556e-02	9.946e-01
NEST:199	2.396e-01	5.658e-03	4.665e-02	5.953e-01	5.136e+00
NEST:293	1.750e-01	4.472e-02	6.895e-02	4.321e-01	2.538e+00
NEST:94	3.725e-01	1.091e-05	2.031e-01	1.951e-02	1.834e+00
NEST:97	1.077e-01	2.189e-01	2.997e-02	7.330e-01	3.594e+00
NEST:27	-1.211e-02	8.904e-01	1.090e-01	2.137e-01	-1.112e-01
NEST:158	2.357e-01	6.518e-03	2.932e-01	6.438e-04	8.037e-01
NEST:134	9.518e-02	2.777e-01	1.057e-01	2.279e-01	9.008e-01
NEST:42	3.688e-01	1.357e-05	3.656e-01	1.624e-05	1.009e+00
NEST:93	1.560e-01	7.414e-02	2.911e-01	7.096e-04	5.358e-01
NEST:35	1.572e-01	7.179e-02	7.535e-02	3.905e-01	2.087e+00
NEST:39	1.322e-01	1.309e-01	4.230e-02	6.301e-01	3.125e+00
NEST:11	3.368e-01	7.874e-05	3.660e-01	1.588e-05	9.200e-01
NEST:78	1.355e-01	1.214e-01	1.996e-02	8.203e-01	6.788e+00
NEST:24	-1.295e-02	8.828e-01	1.589e-01	6.886e-02	-8.155e-02
NEST:196	9.396e-02	2.839e-01	1.930e-01	2.660e-02	4.868e-01
NEST:163	2.777e-01	1.263e-03	2.419e-01	5.197e-03	1.148e+00
NEST:54	1.518e-01	8.222e-02	1.999e-01	2.152e-02	7.594e-01
NEST:277	-1.722e-02	8.446e-01	9.874e-02	2.600e-01	-1.744e-01
NEST:59	1.704e-01	5.081e-02	5.980e-02	4.958e-01	2.849e+00
NEST:125	2.056e-01	1.804e-02	9.676e-02	2.697e-01	2.125e+00
NEST:231	1.818e-01	3.693e-02	1.057e-01	2.279e-01	1.721e+00
NEST:80	1.062e-01	2.255e-01	1.903e-01	2.881e-02	5.580e-01
NEST	1.000e+00	0.000e+00	9.968e-01	4.249e-165	1.003e+00
NEST:6	7.425e-01	1.024e-27	6.999e-01	1.535e-23	1.061e+00
NEST:58	5.496e-01	2.715e-13	5.670e-01	3.198e-14	9.692e-01
NEST:73	3.720e-01	2.560e-06	4.081e-01	1.972e-07	9.115e-01
NEST:3	8.864e-01	1.036e-51	8.722e-01	3.942e-48	1.016e+00
NEST:32	4.118e-01	1.496e-07	4.178e-01	9.391e-08	9.855e-01
NEST:4	8.186e-01	1.047e-37	7.979e-01	1.453e-34	1.026e+00
NEST:1	9.350e-01	6.066e-69	8.941e-01	7.751e-54	1.046e+00
NEST:7	4.974e-01	8.208e-11	4.908e-01	1.571e-10	1.013e+00
NEST:50	6.385e-01	1.151e-18	6.888e-01	1.432e-22	9.269e-01
NEST:15	7.305e-01	1.845e-26	7.084e-01	2.614e-24	1.031e+00
NEST:10	6.364e-01	1.618e-18	6.356e-01	1.837e-18	1.001e+00
NEST:92	2.137e-01	8.407e-03	2.279e-01	4.888e-03	9.379e-01
NEST:9	5.383e-01	1.016e-12	5.015e-01	5.420e-11	1.073e+00
NEST:30	4.488e-01	7.508e-09	5.330e-01	1.851e-12	8.420e-01
NEST:79	2.959e-01	2.249e-04	3.841e-01	1.122e-06	7.705e-01
NEST:98	3.724e-01	2.500e-06	4.248e-01	5.420e-08	8.765e-01
NEST:5	3.983e-01	4.080e-07	4.115e-01	1.530e-07	9.680e-01
NEST:108	2.432e-01	2.620e-03	1.649e-01	4.299e-02	1.475e+00
NEST:102	5.442e-01	5.107e-13	5.333e-01	1.783e-12	1.020e+00
NEST:110	5.079e-01	2.817e-11	4.703e-01	1.110e-09	1.080e+00
NEST:107	3.945e-01	5.387e-07	2.624e-01	1.133e-03	1.503e+00
NEST:53	2.990e-01	1.915e-04	2.068e-01	1.084e-02	1.446e+00
NEST:65	5.686e-01	2.618e-14	4.227e-01	6.419e-08	1.345e+00
NEST:91	5.480e-01	3.273e-13	4.499e-01	6.794e-09	1.218e+00
NEST:8	5.503e-01	2.492e-13	5.934e-01	9.827e-16	9.274e-01
NEST:130	1.743e-01	3.234e-02	7.775e-02	3.427e-01	2.242e+00
NEST:38	6.397e-01	9.467e-19	5.513e-01	2.221e-13	1.160e+00
NEST:121	1.822e-01	2.519e-02	1.654e-01	4.240e-02	1.101e+00
NEST:119	3.383e-01	2.157e-05	3.538e-01	8.326e-06	9.560e-01
NEST:18	5.012e-01	5.569e-11	3.690e-01	3.121e-06	1.358e+00
NEST:25	3.790e-01	1.599e-06	2.804e-01	4.886e-04	1.352e+00
NEST:12	6.155e-01	4.107e-17	6.469e-01	2.862e-19	9.514e-01
NEST:60	4.296e-01	3.711e-08	3.427e-01	1.654e-05	1.254e+00
NEST:104	3.911e-01	6.850e-07	4.098e-01	1.743e-07	9.545e-01
NEST:2	7.593e-01	1.363e-29	7.519e-01	9.527e-29	1.010e+00
NEST:14	2.997e-01	1.849e-04	3.520e-01	9.318e-06	8.514e-01
NEST:174	2.391e-01	3.108e-03	2.207e-01	6.461e-03	1.083e+00
NEST:17	4.042e-01	2.655e-07	4.531e-01	5.158e-09	8.920e-01
NEST:19	3.673e-01	3.493e-06	3.366e-01	2.374e-05	1.091e+00
NEST:22	1.698e-01	3.714e-02	1.441e-01	7.754e-02	1.178e+00
NEST:20	3.047e-01	1.422e-04	3.374e-01	2.269e-05	9.031e-01
NEST:26	3.656e-01	3.917e-06	2.560e-01	1.510e-03	1.428e+00
NEST:23	1.915e-01	1.853e-02	2.982e-01	2.003e-04	6.421e-01
NEST:36	1.423e-01	8.145e-02	1.374e-01	9.251e-02	1.035e+00
NEST:16	2.910e-01	2.894e-04	2.847e-01	3.953e-04	1.022e+00
NEST:29	2.515e-01	1.836e-03	2.449e-01	2.438e-03	1.027e+00
NEST:31	2.275e-01	4.966e-03	2.573e-01	1.426e-03	8.842e-01
NEST:34	5.323e-01	1.996e-12	5.224e-01	6.004e-12	1.019e+00
NEST:40	1.833e-01	2.430e-02	1.140e-01	1.634e-01	1.608e+00
NEST:44	2.339e-01	3.842e-03	1.949e-01	1.646e-02	1.200e+00
NEST:49	5.771e-02	4.815e-01	3.198e-02	6.966e-01	1.804e+00
NEST:66	5.003e-01	6.144e-11	5.057e-01	3.535e-11	9.893e-01
NEST:45	1.158e-01	1.567e-01	1.759e-01	3.072e-02	6.585e-01
NEST:69	2.170e-01	7.453e-03	2.444e-01	2.490e-03	8.877e-01
NEST:137	2.167e-01	7.539e-03	1.983e-01	1.464e-02	1.092e+00
NEST:145	2.263e-01	5.207e-03	2.037e-01	1.213e-02	1.111e+00
NEST:138	3.457e-01	1.374e-05	7.720e-03	9.251e-01	4.479e+01
NEST:168	3.410e-01	1.831e-05	2.695e-01	8.201e-04	1.265e+00
NEST:169	2.189e-01	6.914e-03	3.559e-01	7.287e-06	6.151e-01
NEST:127	2.778e-01	5.543e-04	3.081e-01	1.190e-04	9.016e-01
NEST:212	3.627e-01	4.710e-06	3.275e-01	4.042e-05	1.108e+00
NEST:170	2.256e-01	5.345e-03	2.343e-01	3.787e-03	9.630e-01
NEST:105	-6.434e-02	4.325e-01	1.658e-01	4.188e-02	-3.880e-01
NEST:77	1.390e-01	8.874e-02	1.305e-01	1.103e-01	1.065e+00
NEST:254	3.407e-01	1.863e-05	3.388e-01	2.093e-05	1.006e+00
NEST:52	6.018e-01	3.015e-16	1.522e-01	6.208e-02	3.954e+00
NEST:81	2.285e-01	4.776e-03	3.138e-01	8.739e-05	7.282e-01
NEST:146	2.815e-01	4.631e-04	2.975e-01	2.074e-04	9.461e-01
NEST:129	2.226e-01	6.018e-03	1.800e-01	2.703e-02	1.237e+00
NEST:112	3.519e-01	9.371e-06	2.292e-01	4.647e-03	1.536e+00
NEST:117	3.247e-01	4.749e-05	2.567e-01	1.467e-03	1.265e+00
NEST:123	3.055e-01	1.368e-04	2.799e-01	5.001e-04	1.091e+00
NEST:126	3.064e-01	1.304e-04	1.538e-01	5.932e-02	1.992e+00
NEST:133	1.537e-01	5.945e-02	1.301e-01	1.112e-01	1.181e+00
NEST:155	3.123e-01	9.477e-05	4.088e-01	1.881e-07	7.640e-01
NEST:177	3.749e-01	2.105e-06	3.619e-01	4.971e-06	1.036e+00
NEST:85	3.899e-01	7.476e-07	3.394e-01	2.015e-05	1.149e+00
NEST:150	5.211e-01	6.882e-12	4.160e-01	1.081e-07	1.253e+00
NEST:90	8.384e-02	3.061e-01	1.313e-01	1.080e-01	6.385e-01
NEST:61	2.163e-01	7.649e-03	2.248e-01	5.513e-03	9.619e-01
NEST:210	3.285e-01	3.822e-05	3.196e-01	6.333e-05	1.028e+00
NEST:55	4.595e-01	2.952e-09	4.253e-01	5.232e-08	1.080e+00
NEST:142	1.349e-01	9.874e-02	1.802e-01	2.686e-02	7.486e-01
NEST:153	4.576e-01	3.496e-09	2.312e-01	4.295e-03	1.979e+00
NEST:182	3.013e-01	1.707e-04	2.702e-01	7.917e-04	1.115e+00
NEST:221	1.435e-01	7.882e-02	1.353e-01	9.774e-02	1.061e+00
NEST:239	1.177e-01	1.502e-01	2.132e-01	8.593e-03	5.519e-01
NEST:132	1.253e-01	1.254e-01	1.055e-01	1.972e-01	1.187e+00
NEST:89	3.397e-01	1.978e-05	2.858e-01	3.753e-04	1.189e+00
NEST:195	1.599e-01	4.990e-02	3.738e-01	2.272e-06	4.277e-01
NEST:21	3.106e-01	1.038e-04	4.608e-01	2.614e-09	6.740e-01
NEST:70	1.889e-01	2.019e-02	9.183e-02	2.621e-01	2.057e+00
NEST:13	3.544e-01	8.023e-06	3.856e-01	1.011e-06	9.191e-01
NEST:256	2.721e-01	7.268e-04	2.962e-01	2.218e-04	9.185e-01
NEST:33	2.405e-01	2.936e-03	1.466e-01	7.252e-02	1.641e+00
NEST:47	4.504e-01	6.551e-09	2.950e-01	2.359e-04	1.527e+00
NEST:48	1.312e-01	1.084e-01	1.759e-01	3.078e-02	7.459e-01
NEST:63	1.652e-01	4.271e-02	1.753e-01	3.133e-02	9.422e-01
NEST:84	4.380e-01	1.862e-08	2.900e-01	3.039e-04	1.510e+00
NEST:202	1.059e-01	1.958e-01	8.993e-02	2.721e-01	1.177e+00
NEST:43	3.842e-02	6.395e-01	4.570e-02	5.774e-01	8.407e-01
NEST:51	2.446e-01	2.473e-03	1.906e-01	1.909e-02	1.284e+00
NEST:57	1.716e-01	3.514e-02	1.745e-01	3.213e-02	9.834e-01
NEST:82	4.832e-01	3.304e-10	3.957e-01	4.952e-07	1.221e+00
NEST:83	4.533e-01	5.069e-09	3.515e-01	9.628e-06	1.290e+00
NEST:165	2.490e-01	2.052e-03	3.802e-01	1.474e-06	6.549e-01
NEST:186	1.952e-01	1.634e-02	1.963e-01	1.569e-02	9.940e-01
NEST:193	1.182e-01	1.484e-01	1.641e-01	4.408e-02	7.202e-01
NEST:199	3.253e-01	4.584e-05	3.402e-01	1.922e-05	9.563e-01
NEST:293	2.701e-01	7.958e-04	3.573e-01	6.668e-06	7.559e-01
NEST:94	2.135e-01	8.500e-03	1.841e-01	2.363e-02	1.159e+00
NEST:97	2.318e-01	4.188e-03	2.618e-01	1.166e-03	8.854e-01
NEST:27	5.665e-02	4.896e-01	9.113e-02	2.658e-01	6.217e-01
NEST:158	2.043e-01	1.187e-02	2.689e-01	8.432e-04	7.598e-01
NEST:134	1.057e-01	1.966e-01	4.430e-02	5.891e-01	2.385e+00
NEST:42	3.408e-01	1.852e-05	3.195e-01	6.350e-05	1.067e+00
NEST:93	2.028e-01	1.250e-02	1.840e-01	2.373e-02	1.102e+00
NEST:35	1.794e-01	2.748e-02	2.843e-01	4.045e-04	6.313e-01
NEST:39	2.361e-01	3.513e-03	2.891e-01	3.173e-04	8.167e-01
NEST:11	3.716e-01	2.631e-06	4.073e-01	2.099e-07	9.123e-01
NEST:78	-3.783e-02	6.447e-01	1.302e-01	1.109e-01	-2.904e-01
NEST:24	1.139e-01	1.637e-01	1.967e-01	1.548e-02	5.791e-01
NEST:196	1.758e-01	3.081e-02	1.135e-01	1.651e-01	1.549e+00
NEST:163	1.690e-01	3.800e-02	1.955e-01	1.616e-02	8.647e-01
NEST:54	4.930e-02	5.478e-01	8.823e-02	2.814e-01	5.588e-01
NEST:277	3.327e-01	2.994e-05	2.820e-01	4.525e-04	1.180e+00
NEST:59	2.526e-01	1.754e-03	2.242e-01	5.655e-03	1.127e+00
NEST:125	1.869e-01	2.157e-02	2.551e-01	1.573e-03	7.327e-01
NEST:231	2.577e-01	1.402e-03	2.972e-01	2.105e-04	8.670e-01
NEST:80	3.203e-02	6.962e-01	1.048e-01	2.002e-01	3.055e-01
NEST	1.000e+00	0.000e+00	9.882e-01	3.739e-266	1.012e+00
NEST:6	7.230e-01	5.598e-54	7.164e-01	1.382e-52	1.009e+00
NEST:58	5.914e-01	3.882e-32	5.912e-01	4.139e-32	1.000e+00
NEST:73	4.572e-01	3.033e-18	4.662e-01	5.411e-19	9.808e-01
NEST:3	8.572e-01	2.097e-95	8.266e-01	7.094e-83	1.037e+00
NEST:32	3.927e-01	1.832e-13	4.273e-01	6.665e-16	9.189e-01
NEST:4	7.667e-01	2.515e-64	7.406e-01	6.728e-58	1.035e+00
NEST:1	8.970e-01	6.192e-117	8.241e-01	5.634e-82	1.089e+00
NEST:7	3.274e-01	1.399e-09	3.742e-01	2.848e-12	8.749e-01
NEST:50	6.349e-01	3.469e-38	6.471e-01	4.646e-40	9.812e-01
NEST:15	7.450e-01	6.234e-59	7.190e-01	3.900e-53	1.036e+00
NEST:10	6.384e-01	1.005e-38	6.914e-01	1.172e-47	9.234e-01
NEST:92	3.181e-01	4.221e-09	2.933e-01	6.847e-08	1.085e+00
NEST:9	4.550e-01	4.565e-18	4.486e-01	1.518e-17	1.014e+00
NEST:30	3.728e-01	3.436e-12	4.194e-01	2.564e-15	8.891e-01
NEST:79	3.034e-01	2.292e-08	3.277e-01	1.334e-09	9.256e-01
NEST:98	1.838e-01	8.576e-04	1.223e-01	2.726e-02	1.503e+00
NEST:5	3.731e-01	3.307e-12	2.787e-01	3.162e-07	1.339e+00
NEST:108	1.968e-01	3.503e-04	1.671e-01	2.470e-03	1.178e+00
NEST:102	4.791e-01	4.093e-20	4.633e-01	9.462e-19	1.034e+00
NEST:110	4.651e-01	6.618e-19	4.559e-01	3.905e-18	1.020e+00
NEST:107	3.594e-01	2.261e-11	3.288e-01	1.173e-09	1.093e+00
NEST:53	3.952e-01	1.248e-13	2.328e-01	2.187e-05	1.698e+00
NEST:65	6.033e-01	1.068e-33	3.316e-01	8.325e-10	1.819e+00
NEST:91	5.813e-01	7.470e-31	4.318e-01	3.062e-16	1.346e+00
NEST:8	5.043e-01	1.968e-22	5.253e-01	1.600e-24	9.600e-01
NEST:130	2.156e-01	8.678e-05	2.041e-01	2.070e-04	1.056e+00
NEST:38	5.933e-01	2.193e-32	4.998e-01	5.316e-22	1.187e+00
NEST:121	9.497e-02	8.690e-02	4.562e-02	4.116e-01	2.082e+00
NEST:119	3.737e-01	3.035e-12	3.785e-01	1.512e-12	9.873e-01
NEST:18	5.062e-01	1.277e-22	3.231e-01	2.346e-09	1.567e+00
NEST:25	3.111e-01	9.500e-09	3.176e-01	4.509e-09	9.798e-01
NEST:12	5.152e-01	1.675e-23	5.036e-01	2.291e-22	1.023e+00
NEST:60	3.019e-01	2.695e-08	2.878e-01	1.237e-07	1.049e+00
NEST:104	4.250e-01	9.870e-16	4.127e-01	7.716e-15	1.030e+00
NEST:2	6.550e-01	2.550e-41	6.642e-01	7.761e-43	9.862e-01
NEST:14	2.558e-01	2.873e-06	1.320e-01	1.707e-02	1.938e+00
NEST:174	3.315e-01	8.408e-10	3.200e-01	3.380e-09	1.036e+00
NEST:17	3.601e-01	2.052e-11	4.142e-01	6.032e-15	8.693e-01
NEST:19	2.454e-01	7.403e-06	2.833e-01	1.963e-07	8.660e-01
NEST:22	-4.768e-02	3.908e-01	1.514e-02	7.854e-01	-3.150e+00
NEST:20	1.868e-01	7.000e-04	2.574e-01	2.492e-06	7.258e-01
NEST:26	2.709e-01	6.868e-07	1.370e-01	1.331e-02	1.978e+00
NEST:23	1.424e-01	1.006e-02	2.553e-01	3.009e-06	5.576e-01
NEST:36	1.311e-01	1.789e-02	1.331e-01	1.616e-02	9.846e-01
NEST:16	2.731e-01	5.513e-07	2.729e-01	5.646e-07	1.001e+00
NEST:29	2.350e-01	1.815e-05	2.332e-01	2.113e-05	1.008e+00
NEST:31	2.115e-01	1.191e-04	2.338e-01	2.005e-05	9.047e-01
NEST:34	6.440e-01	1.400e-39	5.884e-01	9.526e-32	1.095e+00
NEST:40	1.291e-01	1.969e-02	1.302e-01	1.864e-02	9.914e-01
NEST:44	1.298e-01	1.908e-02	1.525e-01	5.796e-03	8.509e-01
NEST:49	1.496e-01	6.800e-03	1.524e-01	5.828e-03	9.818e-01
NEST:66	3.625e-01	1.475e-11	3.725e-01	3.634e-12	9.732e-01
NEST:45	1.614e-01	3.480e-03	1.647e-01	2.857e-03	9.799e-01
NEST:69	1.174e-01	3.417e-02	1.174e-01	3.417e-02	1.000e+00
NEST:137	3.033e-01	2.311e-08	2.789e-01	3.098e-07	1.088e+00
NEST:145	1.999e-01	2.817e-04	2.229e-01	4.903e-05	8.967e-01
NEST:138	1.862e-01	7.302e-04	1.112e-01	4.475e-02	1.674e+00
NEST:168	4.141e-01	6.092e-15	2.705e-01	7.140e-07	1.531e+00
NEST:169	7.950e-02	1.521e-01	8.492e-02	1.260e-01	9.362e-01
NEST:127	2.803e-01	2.685e-07	2.791e-01	3.007e-07	1.004e+00
NEST:212	3.730e-01	3.342e-12	3.762e-01	2.119e-12	9.916e-01
NEST:170	1.989e-01	3.029e-04	1.021e-01	6.553e-02	1.947e+00
NEST:105	1.643e-01	2.923e-03	6.147e-02	2.684e-01	2.673e+00
NEST:77	9.088e-02	1.014e-01	1.081e-01	5.116e-02	8.407e-01
NEST:254	1.689e-01	2.208e-03	8.294e-03	8.814e-01	2.037e+01
NEST:52	4.351e-01	1.727e-16	1.486e-01	7.180e-03	2.927e+00
NEST:81	1.315e-01	1.749e-02	2.037e-01	2.128e-04	6.457e-01
NEST:146	2.701e-01	7.381e-07	2.606e-01	1.841e-06	1.037e+00
NEST:129	2.745e-01	4.791e-07	2.073e-01	1.636e-04	1.324e+00
NEST:112	3.979e-01	8.141e-14	2.875e-01	1.271e-07	1.384e+00
NEST:117	3.486e-01	9.546e-11	7.457e-02	1.792e-01	4.674e+00
NEST:123	3.080e-01	1.356e-08	2.403e-01	1.152e-05	1.282e+00
NEST:126	3.145e-01	6.461e-09	8.303e-02	1.347e-01	3.788e+00
NEST:133	1.531e-01	5.616e-03	1.870e-01	6.880e-04	8.183e-01
NEST:155	3.234e-01	2.263e-09	3.327e-01	7.280e-10	9.721e-01
NEST:177	3.363e-01	4.612e-10	3.312e-01	8.713e-10	1.015e+00
NEST:85	4.521e-01	7.854e-18	3.178e-01	4.379e-09	1.423e+00
NEST:150	4.594e-01	2.014e-18	4.101e-01	1.177e-14	1.120e+00
NEST:90	1.486e-01	7.181e-03	1.088e-01	4.964e-02	1.366e+00
NEST:61	2.572e-01	2.535e-06	1.082e-01	5.100e-02	2.377e+00
NEST:210	1.824e-01	9.377e-04	2.038e-01	2.122e-04	8.951e-01
NEST:55	4.654e-01	6.246e-19	2.362e-01	1.641e-05	1.971e+00
NEST:142	1.189e-01	3.185e-02	1.402e-01	1.126e-02	8.480e-01
NEST:153	2.685e-01	8.627e-07	2.521e-01	4.062e-06	1.065e+00
NEST:182	1.007e-01	6.953e-02	1.086e-01	5.020e-02	9.272e-01
NEST:221	1.562e-01	4.689e-03	1.274e-01	2.142e-02	1.227e+00
NEST:239	1.640e-01	2.982e-03	1.268e-01	2.200e-02	1.293e+00
NEST:132	1.977e-01	3.287e-04	-2.200e-02	6.922e-01	-8.985e+00
NEST:89	2.689e-01	8.363e-07	1.702e-01	2.049e-03	1.580e+00
NEST:195	2.517e-01	4.186e-06	2.222e-01	5.192e-05	1.133e+00
NEST:21	2.522e-01	4.009e-06	2.596e-01	2.020e-06	9.714e-01
NEST:70	8.724e-02	1.159e-01	3.082e-01	1.333e-08	2.831e-01
NEST:13	3.002e-01	3.256e-08	2.682e-01	8.951e-07	1.119e+00
NEST:256	1.458e-01	8.363e-03	2.070e-01	1.670e-04	7.044e-01
NEST:33	2.404e-01	1.139e-05	2.115e-01	1.195e-04	1.137e+00
NEST:47	4.240e-01	1.181e-15	4.161e-01	4.391e-15	1.019e+00
NEST:48	1.151e-01	3.782e-02	1.654e-01	2.739e-03	6.958e-01
NEST:63	1.201e-01	3.021e-02	5.016e-02	3.666e-01	2.394e+00
NEST:84	3.013e-01	2.878e-08	2.254e-01	3.993e-05	1.336e+00
NEST:202	2.072e-02	7.094e-01	3.936e-02	4.788e-01	5.263e-01
NEST:43	1.127e-01	4.199e-02	8.628e-02	1.200e-01	1.306e+00
NEST:51	2.239e-01	4.521e-05	2.537e-01	3.487e-06	8.824e-01
NEST:57	4.016e-01	4.593e-14	4.037e-01	3.285e-14	9.947e-01
NEST:82	3.463e-01	1.294e-10	3.366e-01	4.452e-10	1.029e+00
NEST:83	4.499e-01	1.192e-17	3.388e-01	3.391e-10	1.328e+00
NEST:165	3.780e-01	1.633e-12	3.886e-01	3.413e-13	9.728e-01
NEST:186	2.073e-01	1.637e-04	4.352e-02	4.335e-01	4.763e+00
NEST:193	-4.378e-03	9.372e-01	2.037e-01	2.135e-04	-2.149e-02
NEST:199	3.679e-01	6.938e-12	3.845e-01	6.246e-13	9.567e-01
NEST:293	3.621e-01	1.557e-11	3.686e-01	6.289e-12	9.823e-01
NEST:94	3.264e-01	1.576e-09	3.005e-01	3.148e-08	1.086e+00
NEST:97	7.859e-02	1.569e-01	5.406e-02	3.305e-01	1.454e+00
NEST:27	-2.443e-03	9.650e-01	4.808e-02	3.868e-01	-5.080e-02
NEST:158	8.162e-02	1.414e-01	8.196e-02	1.398e-01	9.959e-01
NEST:134	1.750e-01	1.510e-03	4.806e-03	9.311e-01	3.642e+01
